nom_de_couleur,caldera_cyan,caldera_magenta,caldera_jaune,caldera_noir,deuxCM7_cyan,deuxCM7_magenta,deuxCM7_jaune,deuxCM7_noir
PANTONE 140 C,2.00,20.00,82.00,44.00,1.00,32.00,89.00,39.00
PANTONE 1405 C,3.00,30.00,97.00,45.00,0.00,37.00,89.00,39.00
PANTONE 141 C,0.00,11.00,40.00,0.00,0.00,6.00,32.00,0.10
PANTONE 142 C,0.00,12.00,55.00,0.00,1.00,10.00,66.00,0.00
PANTONE 143 C,3.00,17.00,77.00,1.00,1.00,14.00,75.00,2.00
PANTONE 144 C,4.00,33.00,83.00,1.00,2.00,32.00,89.00,1.00
PANTONE 145 C,4.00,33.00,92.00,9.00,2.00,33.00,89.00,5.00
PANTONE 146 C,4.00,33.00,95.00,28.00,1.00,32.00,89.00,20.00
PANTONE 146 U,0.00,26.00,71.00,25.00,0.00,26.00,71.00,25.00
PANTONE 147 C,2.00,11.00,91.00,46.00,0.00,21.00,89.00,41.00
PANTONE 148 C,1.00,11.00,27.00,0.00,0.00,6.00,23.00,0.00
PANTONE 1485 C,0.00,19.00,42.00,0.00,0.00,15.00,42.00,0.00
PANTONE 149 C,1.00,15.00,37.00,0.00,0.00,10.00,36.00,0.00
PANTONE 1495 C,0.00,29.00,70.00,0.00,0.00,25.00,70.00,0.00
PANTONE 150 C,1.00,22.00,63.00,0.00,0.00,17.00,62.00,0.00
PANTONE 1505 C,0.00,40.00,91.00,0.00,0.00,35.00,91.00,0.00
PANTONE 151 C,0.00,33.00,89.00,0.00,0.00,33.00,89.00,0.00
PANTONE 152 C,4.00,33.00,94.00,2.00,2.00,35.00,89.00,3.00
PANTONE 1525 C,10.00,50.00,89.00,10.00,3.00,50.00,89.00,10.00
PANTONE 153 C,4.00,33.00,95.00,16.00,2.00,33.00,87.00,10.00
PANTONE 1535 C,5.00,40.00,89.00,30.00,3.00,52.00,93.00,28.00
PANTONE 154 C,4.00,33.00,96.00,31.00,2.00,36.00,88.00,25.00
PANTONE 1545 C,15.00,58.00,100.00,52.00,1.00,53.00,93.00,52.00
PANTONE 155 C,1.00,6.00,16.00,0.00,0.00,4.00,11.00,1.00
PANTONE 1555 C,0.00,15.00,20.00,0.00,0.00,10.00,18.00,0.00
PANTONE 156 C,1.00,15.00,36.00,1.00,0.00,10.00,35.00,1.00
PANTONE 1565 C,0.00,23.00,40.00,0.00,0.00,18.00,38.00,0.00
PANTONE 157 C,3.00,28.00,73.00,1.00,2.00,28.00,70.00,1.00
PANTONE 1575 C,0.00,33.00,66.00,0.00,0.00,29.00,64.00,0.00
PANTONE 158 C,3.00,41.00,88.00,0.00,3.00,41.00,88.00,0.00
PANTONE 1585 C,0.00,40.00,85.00,0.00,0.00,39.00,83.00,0.00
PANTONE 159 C,5.00,43.00,89.00,1.00,4.00,49.00,89.00,3.00
PANTONE 1595 C,5.00,40.00,92.00,5.00,3.00,41.00,89.00,3.00
PANTONE 1595 U,8.00,34.00,70.00,0.00,8.00,34.00,70.00,0.00
PANTONE 160 C,5.00,43.00,93.00,21.00,3.00,51.00,89.50,20.00
PANTONE 1605 C,5.00,40.00,98.00,22.00,1.00,41.00,90.00,15.00
PANTONE 161 C,20.00,49.00,100.00,56.00,2.00,49.00,89.00,49.00
PANTONE 1615 C,5.00,40.00,86.00,29.00,3.00,50.00,89.00,26.00
PANTONE 162 C,0.00,16.00,19.00,0.00,0.00,9.00,15.00,0.00
PANTONE 1625 C,0.00,23.00,25.00,0.00,0.00,19.00,25.00,0.00
PANTONE 163 C,0.00,25.00,33.00,0.00,0.00,22.00,33.00,0.00
PANTONE 1635 C,0.00,32.00,37.00,0.00,0.00,28.00,36.00,0.00
PANTONE 164 C,0.00,34.00,62.00,0.00,0.00,30.00,62.00,0.00
PANTONE 1645 C,0.00,41.00,58.00,0.00,0.00,41.00,58.00,0.00
PANTONE 165 C,0.00,43.00,88.00,0.00,0.00,43.00,88.00,0.00
PANTONE 165 U,0.00,35.00,51.00,0.00,0.00,35.00,51.00,0.00
PANTONE 1655 C,0.00,48.00,82.00,0.00,0.00,48.00,82.00,0.00
PANTONE 166 C,3.00,46.00,89.00,0.00,3.00,46.00,89.00,0.00
PANTONE 1665 C,4.00,51.00,89.00,0.00,4.00,51.00,89.00,0.00
PANTONE 167 C,5.00,43.00,95.00,12.00,3.00,50.00,89.00,7.00
PANTONE 1675 C,12.00,51.00,90.00,14.00,4.00,51.00,90.00,14.00
PANTONE 168 C,6.00,44.00,77.00,42.00,3.00,59.00,90.00,39.00
PANTONE 1685 C,0.00,62.00,98.00,34.00,4.00,61.00,89.00,28.00
PANTONE 169 C,0.00,16.00,10.00,0.00,0.00,15.00,13.00,0.00
PANTONE 170 C,0.00,31.00,30.00,0.00,0.00,31.00,30.00,0.00
PANTONE 171 C,0.00,47.00,62.00,0.00,0.00,47.00,62.00,0.00
PANTONE 172 C,0.00,54.00,79.00,0.00,0.00,54.00,79.00,0.00
PANTONE 173 C,8.00,54.00,89.00,1.00,4.00,54.00,89.00,1.00
PANTONE 174 C,10.00,62.00,89.00,21.00,4.00,62.00,89.00,21.00
PANTONE 175 C,11.00,47.00,77.00,42.00,4.00,63.00,89.00,44.00
PANTONE 176 C,0.00,18.00,8.00,0.00,0.00,14.00,8.00,0.00
PANTONE 1765 C,0.00,19.50,7.00,0.00,0.00,19.50,7.00,0.00
PANTONE 1767 C,0.00,20.00,8.00,0.00,0.00,15.00,5.00,0.00
PANTONE 177 C,0.00,28.00,20.00,0.00,0.00,28.00,20.00,0.00
PANTONE 1775 C,0.50,26.00,12.00,0.00,0.50,26.00,12.00,0.00
PANTONE 1777 C,0.00,47.00,24.00,0.00,0.00,47.00,24.00,0.00
PANTONE 178 C,0.00,42.00,39.00,0.00,0.00,42.00,39.00,0.00
PANTONE 1785 C,0.00,52.00,37.00,0.00,0.00,52.00,37.00,0.00
PANTONE 1787 C,0.00,61.00,46.00,0.00,0.00,61.00,46.00,0.00
PANTONE 1788 C,0.00,65.00,69.00,0.00,0.00,65.00,69.00,0.00
PANTONE 179 C,5.00,63.00,83.00,0.00,4.00,63.00,83.00,0.00
PANTONE 1795 C,6.00,63.00,83.00,0.00,3.00,65.00,69.00,0.00
PANTONE 1797 C,7.00,66.00,76.00,1.00,6.00,71.00,76.00,1.00
PANTONE 180 C,9.00,65.00,84.00,6.00,4.00,65.00,84.00,6.00
PANTONE 1805 C,13.00,69.00,79.00,11.00,5.00,69.00,79.00,10.00
PANTONE 1805 U,20.00,71.00,68.00,0.00,20.00,71.00,68.00,0.00
PANTONE 1807 C,13.00,71.00,72.00,15.00,6.00,71.00,72.00,15.00
PANTONE 181 C,10.00,63.00,83.00,30.00,4.00,72.00,89.00,31.00
PANTONE 1815 C,13.00,72.00,79.00,36.00,5.00,72.00,79.00,36.00
PANTONE 1817 C,12.00,68.00,80.00,51.00,6.00,68.00,80.00,51.00
PANTONE 182 C,0.00,14.00,3.00,0.00,0.00,8.00,3.00,0.00
PANTONE 183 C,0.00,22.00,4.00,0.00,0.00,16.00,4.00,0.00
PANTONE 184 C,0.00,40.00,16.00,0.00,0.00,40.00,16.00,0.00
PANTONE 185 C,0.00,68.00,48.00,0.00,0.00,68.00,48.00,0.00
PANTONE 186 C,11.00,68.00,52.00,1.00,5.00,68.00,57.00,1.00
PANTONE 186 U,8.00,46.00,30.00,0.00,8.00,46.00,30.00,0.00
PANTONE 187 C,11.00,81.00,65.00,18.00,5.00,81.00,65.00,13.00
PANTONE 187 U,0.00,48.00,38.00,18.00,0.00,48.00,38.00,18.00
PANTONE 188 C,14.00,80.00,77.00,40.00,6.00,80.00,77.00,37.00
PANTONE 189 C,0.00,25.00,3.00,0.00,0.00,20.00,3.00,0.00
PANTONE 1895 C,1.00,17.00,3.00,0.00,1.00,10.00,2.00,0.00
PANTONE 190 C,0.00,36.50,8.00,0.00,0.00,36.50,8.00,0.00
PANTONE 1905 C,1.00,23.00,4.00,0.00,1.00,20.00,3.00,0.00
PANTONE 191 C,0.00,60.00,22.00,0.00,0.00,60.00,22.00,0.00
PANTONE 1915 C,1.00,50.00,8.00,0.00,1.00,50.00,8.00,0.00
PANTONE 192 C,1.00,73.00,46.00,0.00,1.00,73.00,46.00,0.00
PANTONE 1925 C,1.00,70.00,32.00,5.00,0.00,70.00,32.00,4.00
PANTONE 193 C,10.00,73.00,42.00,10.00,4.00,73.00,42.00,6.00
PANTONE 1935 C,9.00,82.00,32.00,5.00,0.00,90.00,25.00,0.00
PANTONE 194 C,18.00,86.00,30.00,10.00,4.00,71.00,42.00,18.00
PANTONE 1945 C,13.00,84.00,33.00,9.00,7.00,80.00,33.00,9.00
PANTONE 195 C,4.00,86.00,42.00,39.00,0.00,90.00,54.00,33.00
PANTONE 1955 C,15.00,96.00,33.00,15.00,0.00,90.00,39.00,17.00
PANTONE 196 C,0.00,10.00,4.00,2.00,0.00,8.00,4.00,2.00
PANTONE 197 C,0.00,26.00,8.00,2.00,0.00,26.00,8.00,2.00
PANTONE 198 C,0.00,68.00,32.00,0.00,0.00,68.00,32.00,0.00
PANTONE 199 C,5.00,74.00,57.00,1.00,5.00,74.00,57.00,1.00
PANTONE 200 C,8.00,78.00,45.00,5.00,1.00,78.00,45.00,5.00
PANTONE 201 C,24.00,77.00,53.00,0.00,18.00,76.50,53.00,0.00
PANTONE 2013 C,0.00,30.00,89.00,0.00,couleur non trouvée,couleur non trouvée,couleur non trouvée,couleur non trouvée
PANTONE 202 C,8.00,89.00,54.00,29.00,0.00,90.00,57.00,26.00
PANTONE 203 C,4.00,21.00,2.00,0.00,2.00,15.00,2.00,0.00
PANTONE 204 C,10.00,41.00,4.00,0.00,5.00,38.00,4.00,0.00
PANTONE 205 C,10.00,64.00,13.00,0.00,5.00,63.00,13.00,0.00
PANTONE 206 C,10.00,86.00,27.00,1.00,2.00,86.00,27.00,1.00
PANTONE 207 C,17.00,90.00,36.00,3.00,11.00,90.00,36.00,0.00
PANTONE 208 C,23.00,95.00,30.00,18.00,0.00,90.00,31.00,24.00
PANTONE 209 C,29.00,95.00,30.00,26.00,0.00,90.00,32.00,33.00
PANTONE 210 C,1.00,20.00,2.00,0.00,1.00,20.00,2.00,0.00
PANTONE 211 C,2.00,35.00,2.00,0.00,2.00,35.00,2.00,0.00
PANTONE 212 C,0.00,44.00,0.00,0.00,0.00,44.00,0.00,0.00
PANTONE 2128 C,19.50,3.50,0.00,5.00,couleur non trouvée,couleur non trouvée,couleur non trouvée,couleur non trouvée
PANTONE 213 C,0.00,64.00,0.00,0.00,0.00,64.00,0.00,0.00
PANTONE 214 C,7.00,68.00,0.00,2.00,4.00,68.00,0.00,0.00
PANTONE 2145 C,95.00,20.00,6.00,0.00,96.00,20.00,2.00,0.00
PANTONE 215 C,11.00,75.00,13.00,18.00,5.00,75.00,13.00,14.00
PANTONE 216 C,14.00,78.00,19.00,29.00,6.00,78.00,19.00,29.00
PANTONE 217 C,1.00,13.00,0.00,0.00,1.00,10.00,0.00,0.00
PANTONE 2172 C,67.00,8.50,0.00,0.00,67.00,8.50,0.00,0.00
PANTONE 2173 C,59.00,1.00,0.00,0.00,59.00,1.00,0.00,0.00
PANTONE 2175 C,80.00,1.00,0.00,0.00,84.00,1.00,0.00,0.00
PANTONE 218 C,11.00,42.00,0.00,0.00,6.00,42.00,0.00,0.00
PANTONE 2182 C,92.00,36.00,46.00,10.00,couleur non trouvée,couleur non trouvée,couleur non trouvée,couleur non trouvée
PANTONE 219 C,12.00,60.00,2.00,0.00,6.00,60.00,2.00,0.00
PANTONE 2191 C,47.00,0.00,5.00,0.00,couleur non trouvée,couleur non trouvée,couleur non trouvée,couleur non trouvée
PANTONE 220 C,20.00,90.00,12.00,5.00,0.00,90.00,12.00,15.00
PANTONE 221 C,22.00,90.00,12.00,9.00,2.00,88.00,20.00,19.00
PANTONE 222 C,9.00,90.00,4.00,42.00,0.00,90.00,3.50,37.00
PANTONE 2226 C,35.00,0.00,13.00,0.00,31.00,0.00,8.00,0.00
PANTONE 2227 C,37.00,0.00,15.00,0.00,29.00,0.00,8.00,0.00
PANTONE 223 C,7.00,28.00,0.00,0.00,4.00,25.00,0.00,0.00
PANTONE 224 C,8.00,37.00,0.00,0.00,4.00,35.00,0.00,0.00
PANTONE 225 C,15.00,60.00,0.00,0.00,8.00,60.00,0.00,0.00
PANTONE 226 C,15.00,74.00,0.00,0.00,8.00,74.00,0.00,0.00
PANTONE 227 C,22.00,88.00,0.00,0.00,16.00,88.00,0.00,0.00
PANTONE 228 C,24.00,72.00,10.00,0.00,24.00,72.00,10.00,0.00
PANTONE 229 C,19.00,84.00,0.00,39.00,5.00,84.00,11.00,36.00
PANTONE 2293 C,26.00,0.00,99.00,0.00,couleur non trouvée,couleur non trouvée,couleur non trouvée,couleur non trouvée
PANTONE 230 C,1.00,19.00,0.00,0.00,1.00,15.00,0.00,0.00
PANTONE 231 C,10.00,35.00,0.00,1.00,6.00,35.00,0.00,0.00
PANTONE 2312 C,4.00,11.00,30.00,12.00,4.00,11.00,30.00,12.00
PANTONE 232 C,15.00,53.00,0.00,1.00,10.00,53.00,0.00,0.00
PANTONE 232 U,4.00,38.00,0.00,0.00,4.00,38.00,0.00,0.00
PANTONE 233 C,19.00,61.00,0.00,1.00,13.00,61.00,0.00,0.00
PANTONE 2336 C,32.00,10.00,25.00,61.00,0.00,7.00,21.00,57.00
PANTONE 234 C,21.00,65.00,0.00,1.00,15.00,65.00,0.00,0.00
PANTONE 235 C,30.00,86.00,0.00,1.00,24.00,86.00,0.00,0.00
PANTONE 236 C,4.00,21.00,0.00,0.00,3.00,14.00,0.00,0.00
PANTONE 2365 C,4.00,14.00,0.00,0.00,3.00,10.00,1.00,0.00
PANTONE 237 C,10.00,31.00,0.00,0.00,5.00,29.00,0.00,0.00
PANTONE 2375 C,14.00,32.00,0.00,0.00,9.00,30.00,0.00,0.00
PANTONE 238 C,16.00,45.00,0.00,0.00,10.00,45.00,0.00,0.00
PANTONE 2382 C,55.00,5.00,0.00,0.00,couleur non trouvée,couleur non trouvée,couleur non trouvée,couleur non trouvée
PANTONE 2385 C,19.00,51.00,0.00,0.00,13.00,53.00,0.00,0.00
PANTONE 239 C,17.00,47.00,0.00,0.00,11.00,47.00,0.00,0.00
PANTONE 2395 C,23.00,52.00,0.00,0.00,15.00,45.00,0.00,0.00
PANTONE 240 C,17.00,53.00,0.00,0.00,11.00,53.00,0.00,0.00
PANTONE 2405 C,25.00,55.00,0.00,0.00,24.00,56.00,0.00,0.00
PANTONE 241 C,22.00,61.00,0.00,0.00,15.00,61.00,0.00,0.00
PANTONE 2415 C,29.00,63.00,0.00,0.00,33.00,66.00,0.00,0.00
PANTONE 242 C,37.00,90.00,0.00,0.00,30.00,90.00,0.00,7.00
PANTONE 2425 C,34.00,72.00,0.00,0.00,43.00,76.00,0.00,0.00
PANTONE 243 C,7.00,16.00,0.00,0.00,3.00,10.00,0.00,0.00
PANTONE 244 C,9.00,24.00,0.00,0.00,7.00,18.00,0.00,0.00
PANTONE 245 C,18.00,34.00,0.00,0.00,12.00,34.00,0.00,0.00
PANTONE 245 U,9.00,30.00,0.00,0.00,9.00,30.00,0.00,0.00
PANTONE 246 C,21.00,44.00,0.00,0.00,16.00,44.00,0.00,0.00
PANTONE 247 C,29.00,52.00,0.00,0.00,24.00,52.00,0.00,0.00
PANTONE 248 C,35.00,60.00,0.00,0.00,30.00,60.00,0.00,0.00
PANTONE 249 C,46.00,86.00,0.00,0.00,39.00,86.00,0.00,0.00
PANTONE 250 C,6.00,14.00,0.00,0.00,3.00,8.00,0.00,0.00
PANTONE 251 C,10.00,20.00,0.00,0.00,9.00,20.00,0.00,0.00
PANTONE 252 C,16.00,33.00,0.00,0.00,22.00,33.00,0.00,0.00
PANTONE 253 C,30.00,47.00,0.00,0.00,30.00,47.00,0.00,0.00
PANTONE 254 C,32.00,56.00,0.00,0.00,32.00,56.00,0.00,0.00
PANTONE 254 U,32.50,53.00,2.00,0.00,32.50,53.00,2.00,0.00
PANTONE 255 C,60.00,90.00,0.00,0.00,60.00,90.00,0.00,0.00
PANTONE 256 C,9.00,10.00,2.00,0.00,7.00,10.00,2.00,0.00
PANTONE 2562 C,8.00,18.00,0.00,0.00,7.00,12.00,0.00,0.00
PANTONE 2563 C,15.00,19.00,0.00,0.00,9.00,14.00,0.00,0.00
PANTONE 257 C,9.00,14.00,2.00,0.00,9.00,14.00,2.00,0.00
PANTONE 2572 C,16.00,20.00,0.00,0.00,11.00,18.00,0.00,0.00
PANTONE 2573 C,18.00,21.00,0.00,0.00,13.00,20.00,0.00,0.00
PANTONE 258 C,40.00,60.00,0.00,0.00,40.00,60.00,0.00,0.00
PANTONE 2582 C,20.00,42.00,0.00,0.00,30.00,43.00,0.00,0.00
PANTONE 2583 C,37.00,46.00,0.00,0.00,31.00,41.00,0.00,0.00
PANTONE 2587 C,40.00,42.00,0.00,0.00,40.00,42.00,0.00,0.00
PANTONE 259 C,50.00,70.00,0.00,0.00,50.00,70.00,0.00,0.00
PANTONE 2592 C,37.00,51.00,0.00,0.00,28.00,44.00,0.00,0.00
PANTONE 2593 C,47.00,60.00,0.00,0.00,44.00,60.00,0.00,0.00
PANTONE 2597 C,64.00,64.00,0.00,0.00,64.00,64.00,0.00,0.00
PANTONE 260 C,58.00,88.00,0.00,0.00,58.00,88.00,0.00,0.00
PANTONE 2602 C,40.00,56.00,0.00,0.00,40.00,56.00,0.00,0.00
PANTONE 2603 C,48.00,63.00,0.00,0.00,48.00,63.00,0.00,0.00
PANTONE 2607 C,62.00,62.00,0.00,10.00,62.00,62.00,0.00,10.00
PANTONE 261 C,54.00,86.00,0.00,10.00,54.00,86.00,0.00,0.00
PANTONE 2612 C,46.00,62.00,0.00,0.00,46.00,62.00,0.00,0.00
PANTONE 2613 C,50.00,64.00,0.00,0.00,50.00,64.00,0.00,0.00
PANTONE 2617 C,62.00,75.00,0.00,3.00,70.00,65.00,0.00,0.00
PANTONE 262 C,46.00,90.00,0.00,22.00,46.00,90.00,0.00,22.00
PANTONE 2622 C,57.00,90.00,0.00,0.00,57.00,90.00,0.00,0.00
PANTONE 2627 C,57.60,80.00,0.00,32.80,57.60,80.00,0.00,32.80
PANTONE 263 C,8.00,10.00,0.00,0.00,3.00,4.50,0.50,0.00
PANTONE 264 C,12.00,15.00,0.00,0.00,12.00,10.00,0.00,0.00
PANTONE 2645 C,21.00,16.00,0.00,0.00,18.00,12.50,0.00,0.00
PANTONE 265 C,37.00,37.00,0.00,0.00,42.00,37.00,0.00,0.00
PANTONE 2655 C,40.00,33.00,0.00,0.00,44.00,36.00,0.00,0.00
PANTONE 266 C,52.00,56.00,0.00,0.00,58.00,56.00,0.00,0.00
PANTONE 2665 C,47.00,38.00,0.00,0.00,48.00,36.00,0.00,0.00
PANTONE 267 C,65.00,70.00,0.00,0.00,70.00,70.00,0.00,0.00
PANTONE 268 C,63.00,63.00,0.00,0.00,63.00,63.00,0.00,0.00
PANTONE 2685 C,80.00,80.00,0.00,0.00,85.00,80.00,0.00,0.00
PANTONE 269 C,64.00,65.00,0.00,1.00,64.00,65.00,0.00,1.00
PANTONE 2695 C,90.00,82.00,16.00,0.00,90.00,80.00,16.00,0.00
PANTONE 270 C,18.00,11.00,0.00,0.00,13.50,8.00,0.50,0.00
PANTONE 2707 C,10.00,2.00,2.00,0.00,9.00,1.50,0.00,0.00
PANTONE 2708 C,15.00,3.00,2.00,0.00,10.00,2.00,0.00,2.00
PANTONE 271 C,32.00,20.00,0.00,0.00,32.00,20.00,0.00,0.00
PANTONE 2715 C,37.00,23.00,0.00,0.00,34.00,22.00,0.00,0.00
PANTONE 2716 C,24.00,9.00,0.00,0.00,24.00,8.00,0.00,0.00
PANTONE 2717 C,16.00,3.00,0.00,0.00,14.00,3.00,0.00,0.00
PANTONE 2718 C,55.00,19.00,0.00,0.00,54.00,16.00,0.00,0.00
PANTONE 272 C,44.00,32.00,0.00,0.00,44.00,32.00,0.00,0.00
PANTONE 2725 C,52.00,35.00,0.00,0.00,54.00,28.00,0.00,0.00
PANTONE 2727 C,55.00,15.00,0.00,0.00,58.00,10.00,0.00,0.00
PANTONE 2728 C,99.00,7.00,0.00,0.00,99.00,7.00,0.00,0.00
PANTONE 273 C,80.00,65.00,0.00,0.00,80.00,65.00,0.00,0.00
PANTONE 2735 C,74.00,60.00,0.00,0.00,76.00,53.00,0.00,0.00
PANTONE 2736 C,81.00,52.00,0.00,0.00,88.00,44.00,0.00,0.00
PANTONE 2738 C,90.00,45.00,0.00,0.00,76.00,56.00,0.00,0.00
PANTONE 274 C,80.00,66.80,6.40,1.80,80.00,66.80,6.40,1.80
PANTONE 2745 C,88.00,73.00,0.00,0.00,88.00,60.00,0.00,0.00
PANTONE 2745 CVC,100.00,94.00,0.00,0.00,100.00,94.00,0.00,0.00
PANTONE 2746 C,96.00,48.00,0.00,0.00,96.00,48.00,0.00,0.00
PANTONE 2747 C,100.00,65.00,3.00,0.00,96.00,69.00,0.00,0.00
PANTONE 2748 C,100.00,50.00,5.00,0.00,100.00,50.00,5.00,0.00
PANTONE 275 C,100.00,83.50,8.00,2.00,100.00,83.50,8.00,2.00
PANTONE 2755 C,90.00,72.00,0.00,0.00,90.00,72.00,0.00,0.00
PANTONE 2756 C,100.00,52.00,0.00,10.00,100.00,52.00,0.00,0.00
PANTONE 2757 C,100.00,57.00,7.00,0.00,100.00,57.00,3.00,0.00
PANTONE 2758 C,100.00,66.00,8.00,0.00,100.00,70.00,0.00,0.00
PANTONE 276 C,80.00,80.00,30.00,22.00,80.00,80.00,30.00,22.00
PANTONE 2765 C,100.00,95.00,0.00,0.00,100.00,95.00,0.00,0.00
PANTONE 2766 C,100.00,64.00,20.00,0.00,100.00,64.00,20.00,0.00
PANTONE 2767 C,100.00,68.00,0.00,30.00,100.00,68.00,0.00,30.00
PANTONE 2768 C,100.00,80.00,0.00,26.00,100.00,80.00,0.00,26.00
PANTONE 277 C,16.00,2.00,0.00,2.00,12.00,2.00,0.00,2.00
PANTONE 278 C,26.00,3.00,0.00,2.00,26.00,3.00,0.00,2.00
PANTONE 279 C,46.00,10.00,0.00,2.00,44.00,8.00,0.00,0.00
PANTONE 280 C,100.00,57.00,0.00,7.00,96.00,52.00,0.00,0.00
PANTONE 281 C,100.00,64.00,0.00,5.00,100.00,64.00,0.00,5.00
PANTONE 282 C,100.00,62.00,1.00,44.00,100.00,62.00,1.00,44.00
PANTONE 283 C,24.00,2.00,0.00,2.00,24.00,2.00,0.00,2.00
PANTONE 284 C,33.00,3.00,0.00,0.00,33.00,3.00,0.00,0.00
PANTONE 284 U,33.00,3.00,0.00,0.00,33.00,3.00,0.00,0.00
PANTONE 285 C,73.00,3.00,0.00,0.00,73.00,3.00,0.00,0.00
PANTONE 286 C,100.00,30.00,0.00,0.00,100.00,30.00,0.00,0.00
PANTONE 287 C,100.00,36.00,0.00,0.00,100.00,36.00,0.00,0.00
PANTONE 288 C,100.00,36.00,0.00,5.00,100.00,36.00,0.00,5.00
PANTONE 289 C,97.00,49.00,0.00,56.00,97.00,49.00,0.00,56.00
PANTONE 290 C,15.00,1.00,3.00,2.00,10.00,1.00,1.00,0.00
PANTONE 2905 C,21.00,0.00,4.00,0.00,16.00,0.00,0.50,0.00
PANTONE 291 C,20.00,1.00,4.00,0.00,13.00,1.00,1.00,0.00
PANTONE 2915 C,33.00,0.00,2.00,0.00,30.00,0.00,0.00,0.00
PANTONE 292 C,32.00,1.00,0.00,2.00,32.00,1.00,0.00,2.00
PANTONE 292 U,35.00,3.00,0.50,0.00,35.00,3.00,0.50,0.00
PANTONE 2925 C,52.00,0.00,0.00,0.00,52.00,0.00,0.00,0.00
PANTONE 293 C,85.00,19.00,0.00,0.00,85.00,19.00,0.00,0.00
PANTONE 2935 C,78.00,0.00,0.00,0.00,78.00,0.00,0.00,0.00
PANTONE 294 C,100.00,40.00,10.00,0.00,100.00,40.00,10.00,0.00
PANTONE 2945 C,92.00,16.00,10.00,0.00,92.00,16.00,10.00,0.00
PANTONE 2945 U,72.00,30.00,17.00,0.00,72.00,30.00,17.00,0.00
PANTONE 295 C,88.00,44.00,20.00,0.00,88.00,44.00,20.00,0.00
PANTONE 2955 C,100.00,29.00,10.00,37.00,100.00,29.00,0.00,37.00
PANTONE 296 C,100.00,38.00,0.00,64.00,100.00,38.00,0.00,64.00
PANTONE 2965 C,100.00,42.00,15.00,60.00,100.00,42.00,0.00,60.00
PANTONE 297 C,30.00,0.00,5.00,0.00,27.00,0.00,2.00,0.00
PANTONE 2975 C,20.00,0.00,7.00,0.00,18.00,0.00,2.30,0.00
PANTONE 298 C,53.00,0.00,5.00,1.00,48.00,0.00,3.00,0.00
PANTONE 2985 C,39.00,0.00,7.00,0.00,36.00,0.00,2.00,0.00
PANTONE 299 C,63.00,0.00,6.00,1.00,58.00,0.00,4.00,0.00
PANTONE 2995 C,52.00,0.00,9.00,0.00,54.00,0.00,5.00,0.00
PANTONE 300 C,90.00,0.00,0.00,0.00,90.00,0.00,0.00,0.00
PANTONE 3005 C,76.00,0.00,4.00,0.00,76.00,0.00,4.00,0.00
PANTONE 3005 U,76.00,2.00,6.00,0.00,76.00,2.00,6.00,0.00
PANTONE 301 C,94.00,0.00,12.00,0.00,94.00,0.00,12.00,0.00
PANTONE 3015 C,82.00,0.00,14.00,0.00,82.00,0.00,14.00,0.00
PANTONE 302 C,100.00,44.00,40.00,0.00,100.00,44.00,40.00,0.00
PANTONE 302 U,88.00,48.00,40.00,0.00,88.00,48.00,40.00,0.00
PANTONE 3025 C,100.00,0.00,31.00,7.00,100.00,0.00,31.00,7.00
PANTONE 303 C,100.00,22.00,0.00,64.00,100.00,22.00,0.00,64.00
PANTONE 3035 C,100.00,0.00,33.00,35.00,100.00,0.00,33.00,35.00
PANTONE 304 C,22.00,0.00,8.00,0.00,16.00,0.00,3.00,0.00
PANTONE 305 C,34.00,0.00,8.00,0.00,29.00,0.00,3.00,0.00
PANTONE 306 C,44.00,0.00,8.00,0.00,41.00,0.00,5.00,0.00
PANTONE 307 C,82.00,0.00,17.00,0.00,76.00,0.00,14.00,0.00
PANTONE 308 C,92.00,0.00,23.00,21.00,92.00,0.00,23.00,21.00
PANTONE 309 C,100.00,0.00,35.00,35.00,100.00,0.00,35.00,35.00
PANTONE 310 C,29.00,0.00,10.00,0.00,25.00,0.00,4.00,0.00
PANTONE 3105 C,23.00,0.00,8.00,0.00,20.00,0.00,4.00,0.00
PANTONE 311 C,32.00,0.00,10.00,0.00,30.00,0.00,4.00,0.00
PANTONE 3115 C,33.00,0.00,9.00,0.00,30.00,0.00,5.00,0.00
PANTONE 312 C,48.00,0.00,10.00,0.00,44.00,0.00,6.00,0.00
PANTONE 3125 C,47.00,0.00,11.00,0.00,46.00,0.00,8.00,0.00
PANTONE 313 C,64.00,0.00,15.00,0.00,61.00,0.00,10.00,0.00
PANTONE 3135 C,64.00,0.00,17.00,0.00,62.00,0.00,14.00,0.00
PANTONE 314 C,69.00,0.00,18.00,0.00,66.00,0.00,15.00,0.00
PANTONE 3145 C,67.00,0.00,23.00,0.00,66.00,0.00,22.00,0.00
PANTONE 315 C,78.00,0.00,27.00,0.00,74.00,0.00,24.00,0.00
PANTONE 3155 C,90.00,0.00,39.00,0.00,87.00,0.00,38.00,0.00
PANTONE 316 C,100.00,0.00,46.00,15.00,100.00,0.00,46.00,15.00
PANTONE 3165 C,100.00,0.00,46.00,17.00,100.00,0.00,44.00,17.00
PANTONE 317 C,18.00,0.00,10.00,0.00,10.00,0.00,4.00,0.00
PANTONE 318 C,21.00,0.00,10.00,0.00,16.00,0.00,4.00,0.00
PANTONE 319 C,35.00,0.00,13.00,0.00,31.00,0.00,7.00,0.00
